antecedent	consequent	support	confidence	lift	antecedent_name	consequent_name
47766	('13176',)	0.008316899597016205	0.14518543156494262	1.2256457451405287	Organic Avocado	Bag of Organic Bananas
13176	('47766',)	0.008316899597016205	0.0702107125623291	1.2256457451405287	Bag of Organic Bananas	Organic Avocado
27845	('24852',)	0.008240685167719378	0.21744595274007036	1.5268345254710662	Organic Whole Milk	Banana
24852	('27845',)	0.008240685167719378	0.05786340223426316	1.5268345254710662	Banana	Organic Whole Milk
47626	('13176',)	0.008212104756733068	0.13263579012155716	1.1197025077762177	Large Lemon	Bag of Organic Bananas
13176	('47626',)	0.008212104756733068	0.06932604149911532	1.1197025077762177	Bag of Organic Bananas	Large Lemon
5876	('13176',)	0.008116836720112035	0.30472103004291845	2.5724346437602557	Organic Lemon	Bag of Organic Bananas
13176	('5876',)	0.008116836720112035	0.0685217950780119	2.5724346437602557	Bag of Organic Bananas	Organic Lemon
4605	('24852',)	0.008107309916449932	0.2871120107962213	2.016006852448121	Yellow Onions	Banana
24852	('4605',)	0.008107309916449932	0.05692688474145428	2.016006852448121	Banana	Yellow Onions
26209	('47766',)	0.008012041879828898	0.17390405293631098	3.0357869157767765	Limes	Organic Avocado
47766	('26209',)	0.008012041879828898	0.13986362880425743	3.0357869157767765	Organic Avocado	Limes
47626	('21137',)	0.007945354254194176	0.1283274349899985	1.533311994148568	Large Lemon	Organic Strawberries
21137	('47626',)	0.007945354254194176	0.09493454752418898	1.533311994148568	Organic Strawberries	Large Lemon
45007	('13176',)	0.007907247039545762	0.22808463863698816	1.9254753308515955	Organic Zucchini	Bag of Organic Bananas
13176	('45007',)	0.007907247039545762	0.06675245295158437	1.9254753308515955	Bag of Organic Bananas	Organic Zucchini
30391	('21137',)	0.00784055941391104	0.21999465383587277	2.628591784768362	Organic Cucumber	Organic Strawberries
21137	('30391',)	0.00784055941391104	0.09368241320432558	2.628591784768362	Organic Strawberries	Organic Cucumber
31717	('26209',)	0.0077643449846142125	0.2871740662438337	6.233209307571648	Organic Cilantro	Limes
27966	('47209',)	0.0077643449846142125	0.18294051627384963	3.2808332772453737	Organic Raspberries	Organic Hass Avocado
26209	('31717',)	0.0077643449846142125	0.1685277088502895	6.233209307571648	Limes	Organic Cilantro
47209	('27966',)	0.0077643449846142125	0.13924483171023408	3.2808332772453737	Organic Hass Avocado	Organic Raspberries
19057	('13176',)	0.007573808911372146	0.3395984621956429	2.8668676034494167	Organic Large Extra Fancy Fuji Apple	Bag of Organic Bananas
13176	('19057',)	0.007573808911372146	0.06393759047772238	2.8668676034494167	Bag of Organic Bananas	Organic Large Extra Fancy Fuji Apple
22935	('13176',)	0.007535701696723732	0.23326452373930995	1.96920357594854	Organic Yellow Onion	Bag of Organic Bananas
13176	('22935',)	0.007535701696723732	0.063615891909281	1.96920357594854	Bag of Organic Bananas	Organic Yellow Onion
27845	('21137',)	0.007459487267426906	0.19683257918552038	2.351841245232387	Organic Whole Milk	Organic Strawberries
21137	('27845',)	0.007459487267426906	0.08912919749573137	2.351841245232387	Organic Strawberries	Organic Whole Milk
47209	('24852',)	0.0072784779978469424	0.1305313514437041	0.9165485562239138	Organic Hass Avocado	Banana
24852	('47209',)	0.0072784779978469424	0.05110709746471336	0.9165485562239138	Banana	Organic Hass Avocado
26209	('13176',)	0.007211790372212219	0.1565343258891646	1.3214523552845376	Limes	Bag of Organic Bananas
13176	('26209',)	0.007211790372212219	0.06088145407752936	1.3214523552845376	Bag of Organic Bananas	Limes
26209	('21903',)	0.007183209961225909	0.15591397849462366	2.0933515708167256	Limes	Organic Baby Spinach
21903	('26209',)	0.007183209961225909	0.09644410335124072	2.0933515708167256	Organic Baby Spinach	Limes
45007	('21903',)	0.007164156353901703	0.20665017862050014	2.77455222553825	Organic Zucchini	Organic Baby Spinach
21903	('45007',)	0.007164156353901703	0.09618828344845229	2.77455222553825	Organic Baby Spinach	Organic Zucchini
30391	('21903',)	0.007154629550239599	0.2007484629778134	2.695313879942714	Organic Cucumber	Organic Baby Spinach
21903	('30391',)	0.007154629550239599	0.09606037349705807	2.695313879942714	Organic Baby Spinach	Organic Cucumber
39275	('24852',)	0.007135575942915392	0.18838028169014082	1.3227448677616571	Organic Blueberries	Banana
24852	('39275',)	0.007135575942915392	0.05010368586527527	1.3227448677616571	Banana	Organic Blueberries
45007	('24852',)	0.007040307906294359	0.20307776861775212	1.4259458250384365	Organic Zucchini	Banana
8424	('24852',)	0.006964093476997533	0.31686172518422195	2.2248996392676585	Broccoli Crown	Banana
27966	('24852',)	0.006906932655024913	0.1627384960718294	1.1426966163068915	Organic Raspberries	Banana
40706	('24852',)	0.006821191422065983	0.2320155541153597	1.6291375121297051	Organic Grape Tomatoes	Banana
24964	('13176',)	0.006764030600093363	0.21954236239950528	1.8533620036986385	Organic Garlic	Bag of Organic Bananas
13176	('24964',)	0.006764030600093363	0.057101495898343256	1.8533620036986385	Bag of Organic Bananas	Organic Garlic
5450	('24852',)	0.006649708956148122	0.27919999999999995	1.960451294400963	Small Hass Avocado	Banana
40706	('21903',)	0.006573494526851296	0.2235904082955282	3.001997235553429	Organic Grape Tomatoes	Organic Baby Spinach
